id,cuisine
33840,indian
18802,mexican
49403,jamaican
3514,mexican
33855,indian
18812,cajun_creole
49404,southern_us
3404,chinese
3402,filipino
18827,italian
33992,vietnamese
3403,mexican
49162,japanese
3401,italian
18823,mexican
49157,moroccan
3397,southern_us
49152,vietnamese
33985,mexican
18816,filipino
49183,italian
3417,southern_us
34010,mexican
18836,cajun_creole
49174,irish
49169,italian
18835,chinese
34002,italian
34003,mexican
18833,thai
34030,thai
18862,chinese
34027,italian
3434,mexican
3429,mexican
18852,french
34021,indian
18854,italian
34020,southern_us
3424,italian
18848,french
49185,italian
18872,mexican
18874,mexican
3444,british
49205,southern_us
34036,japanese
49204,indian
18871,chinese
49201,vietnamese
18866,brazilian
18867,italian
34033,mexican
49226,french
18888,italian
33934,mexican
3330,mexican
18882,moroccan
49218,thai
33922,greek
3329,french
49221,italian
33926,filipino
49223,italian
49243,indian
33947,french
3352,filipino
49242,italian
3358,italian
33950,spanish
18898,southern_us
33937,italian
18897,indian
33940,southern_us
33941,mexican
3350,vietnamese
49239,cajun_creole
33943,french
49258,indian
3369,mexican
18925,mexican
49260,italian
33955,mexican
33953,russian
18914,southern_us
3363,southern_us
49275,chinese
3387,cajun_creole
18939,filipino
33983,mexican
49278,indian
3390,japanese
18943,russian
33971,mexican
49265,cajun_creole
49264,mexican
18932,indian
33972,mexican
18935,filipino
18995,mexican
18992,italian
3830,korean
18998,korean
3835,mexican
19001,indian
3838,italian
19005,moroccan
18982,spanish
18983,japanese
18980,mexican
34663,french
18981,spanish
18986,greek
3818,thai
34666,italian
34667,italian
3816,italian
18988,spanish
18989,italian
3792,italian
18960,mexican
34641,french
3797,jamaican
18967,chinese
34645,italian
18969,cajun_creole
18971,thai
34630,mexican
34629,italian
34634,southern_us
3785,indian
18953,italian
18954,italian
18955,indian
34638,italian
34639,russian
34637,british
19062,southern_us
3764,indian
34614,chinese
19060,cajun_creole
3762,indian
3761,italian
19071,french
34616,italian
19066,italian
34596,italian
34597,moroccan
19041,indian
19055,french
34606,thai
34607,greek
3755,southern_us
34601,filipino
3753,southern_us
34602,mexican
19048,moroccan
34603,indian
3734,southern_us
34580,southern_us
3729,chinese
3741,korean
3742,mexican
3743,moroccan
3737,japanese
19035,greek
3738,italian
3739,mexican
34566,filipino
3716,mexican
19010,mexican
3725,mexican
19020,japanese
19022,southern_us
3726,italian
19016,moroccan
34569,cajun_creole
34809,chinese
19128,french
19134,italian
34812,mexican
19132,mexican
19133,british
34815,italian
34803,mexican
3703,italian
19125,british
19115,italian
19118,chinese
34798,japanese
34790,italian
19097,italian
19098,italian
3677,vietnamese
34783,french
19103,southern_us
3667,french
34772,indian
34773,mexican
34763,mexican
34762,italian
34760,indian
19084,filipino
3661,spanish
34754,mexican
19072,french
3652,cajun_creole
34757,mexican
19195,indian
19192,french
34741,italian
19191,southern_us
34742,mexican
3635,french
19185,italian
34733,spanish
3630,jamaican
34732,mexican
34735,southern_us
34728,southern_us
34724,indian
3619,vietnamese
34723,italian
34714,moroccan
34712,southern_us
3610,greek
34713,chinese
34711,mexican
34708,indian
19159,brazilian
19152,italian
3600,indian
19154,indian
34704,japanese
19155,mexican
3596,italian
19145,mexican
34698,italian
19136,mexican
34689,chinese
34402,cajun_creole
34404,italian
34405,filipino
4072,spanish
19242,indian
4075,japanese
19247,southern_us
19249,russian
4085,italian
34427,moroccan
19256,mexican
19259,british
4090,french
34431,thai
4092,spanish
4093,italian
34428,indian
19202,filipino
4034,southern_us
4033,thai
4032,mexican
4039,cajun_creole
19206,italian
34376,southern_us
19210,greek
19209,southern_us
19218,italian
4049,french
4052,indian
19220,southern_us
4053,chinese
34390,chinese
4056,mexican
19231,cajun_creole
19228,mexican
34343,chinese
4006,mexican
4000,italian
19298,thai
34351,southern_us
34348,mexican
34349,italian
34346,southern_us
4008,indian
4011,italian
19307,greek
34359,southern_us
4020,italian
19319,mexican
34356,irish
34355,indian
4016,thai
19313,moroccan
34354,moroccan
34353,cajun_creole
4019,brazilian
4029,southern_us
19326,mexican
4024,italian
34363,indian
19320,french
19271,french
3973,brazilian
34310,italian
19266,southern_us
34305,mexican
3970,vietnamese
3969,indian
19276,indian
3979,cajun_creole
19287,italian
19286,japanese
34326,chinese
3987,cajun_creole
34323,cajun_creole
34322,indian
3985,italian
34333,chinese
19293,southern_us
19291,cajun_creole
3995,greek
34328,mexican
34536,mexican
3947,mexican
49705,thai
49711,indian
34531,southern_us
49698,cajun_creole
49699,indian
3938,british
19367,japanese
34532,cajun_creole
3943,french
19385,irish
3963,mexican
3965,mexican
34558,french
49715,french
3954,mexican
34505,filipino
19338,spanish
3912,italian
34508,italian
49664,indian
34497,greek
19331,italian
49665,italian
34498,italian
19328,british
34501,moroccan
49669,italian
3911,indian
49671,italian
3909,french
49688,italian
3930,irish
19355,italian
3928,filipino
49690,italian
3935,french
34525,italian
49694,mexican
34527,mexican
3932,italian
49680,mexican
19347,chinese
19344,greek
34515,cajun_creole
3927,japanese
19351,mexican
49684,french
3924,spanish
34479,chinese
19439,italian
3886,italian
34476,italian
19438,mexican
3887,italian
19432,french
19429,indian
34470,cajun_creole
19430,indian
19427,mexican
3875,cajun_creole
19426,southern_us
34494,italian
34495,chinese
3903,cajun_creole
3897,italian
3893,french
34487,mexican
3892,italian
3895,filipino
34484,chinese
19447,french
3889,greek
34481,korean
19443,indian
19404,indian
3846,cajun_creole
19398,mexican
3847,british
3844,french
34438,thai
19395,italian
19392,southern_us
3870,mexican
34461,indian
34457,british
34459,moroccan
19414,indian
3861,italian
3859,french
19409,mexican
3856,southern_us
4401,italian
22003,mexican
4402,southern_us
22004,cajun_creole
39093,greek
4408,korean
39098,italian
4410,italian
39096,southern_us
4412,mexican
4385,cajun_creole
39075,spanish
4387,french
4386,indian
21988,mexican
4388,chinese
39082,korean
21994,filipino
21995,mexican
4398,mexican
39085,cajun_creole
39058,indian
21975,mexican
21974,southern_us
39063,southern_us
39064,italian
4377,french
39066,italian
4381,mexican
39040,italian
4353,italian
21953,italian
4356,chinese
39047,british
4363,korean
21960,italian
21967,indian
4465,italian
21936,japanese
21939,greek
4466,southern_us
39167,southern_us
4478,italian
39161,mexican
4453,mexican
21925,indian
4452,southern_us
21926,chinese
39139,mexican
4450,brazilian
4461,chinese
21934,chinese
39146,mexican
21909,italian
39121,indian
21906,italian
21905,mexican
4446,mexican
39135,italian
39134,chinese
21894,french
39109,british
21892,italian
21890,thai
21891,chinese
4416,french
4430,mexican
4428,italian
4537,italian
4540,mexican
4543,irish
38972,italian
38963,southern_us
21875,indian
21876,indian
21879,russian
38965,italian
4534,italian
21865,southern_us
21864,french
38953,thai
4522,indian
21866,irish
38952,mexican
38946,italian
4514,southern_us
38945,italian
4516,korean
38950,indian
4506,mexican
38937,southern_us
21848,korean
4511,indian
4510,chinese
21852,italian
21842,mexican
21840,cajun_creole
38931,french
21846,italian
4501,spanish
38935,southern_us
38921,filipino
38920,southern_us
4491,chinese
4488,italian
4489,italian
38927,mexican
38926,indian
21825,italian
4481,mexican
4484,chinese
21828,cajun_creole
4485,southern_us
39038,french
39036,mexican
21818,moroccan
39029,southern_us
4595,indian
4594,italian
21811,southern_us
21805,mexican
39021,mexican
4591,korean
39019,french
21800,mexican
39018,chinese
4586,italian
39016,greek
4582,thai
39013,mexican
21798,korean
4583,italian
21793,brazilian
21792,southern_us
39005,russian
21791,french
4572,chinese
4571,southern_us
21785,thai
21783,italian
38992,indian
4562,indian
21779,french
38993,southern_us
4561,italian
21775,italian
21774,indian
21771,cajun_creole
4554,italian
4553,chinese
4550,italian
38983,italian
38977,thai
4546,italian
4547,vietnamese
4545,chinese
4128,mexican
39333,thai
21732,thai
4139,southern_us
39337,southern_us
21737,mexican
4136,greek
4143,italian
39341,korean
21740,chinese
39345,italian
4144,greek
4150,thai
21750,italian
4148,italian
21749,greek
4154,thai
21753,mexican
39355,italian
21752,thai
39357,southern_us
21757,southern_us
21756,vietnamese
21696,mexican
4097,southern_us
39299,japanese
4099,southern_us
39297,russian
4103,japanese
21702,southern_us
4102,italian
21704,indian
39305,filipino
21709,chinese
4112,mexican
39312,italian
4117,italian
39317,mexican
21720,southern_us
39320,southern_us
4125,italian
21724,southern_us
21671,italian
39397,korean
21666,jamaican
4193,indian
21665,korean
4206,spanish
21679,mexican
21677,irish
39400,chinese
39402,thai
39403,italian
39412,japanese
21683,indian
21682,southern_us
39408,mexican
21681,mexican
4209,french
21680,filipino
4222,chinese
39421,italian
39419,british
21688,mexican
21637,indian
39367,southern_us
4167,southern_us
39362,chinese
39363,thai
4160,british
21635,brazilian
4162,indian
4172,italian
39372,greek
21646,korean
4175,indian
21647,italian
4171,chinese
39380,mexican
4179,italian
4188,southern_us
4190,japanese
39388,italian
4184,chinese
39387,italian
21656,french
21658,italian
21611,chinese
4271,southern_us
21612,mexican
4280,southern_us
21625,italian
21629,mexican
21618,thai
4272,southern_us
4279,italian
4276,mexican
4233,italian
21579,thai
4234,french
4236,italian
21580,vietnamese
4237,moroccan
4238,mexican
21582,greek
39180,southern_us
21569,indian
21571,moroccan
4227,southern_us
39174,southern_us
21574,italian
4231,mexican
21593,japanese
4251,mexican
4253,thai
4255,chinese
39196,japanese
39197,italian
21599,mexican
21584,russian
4244,thai
39191,thai
4247,korean
21591,mexican
21551,southern_us
4334,mexican
39277,mexican
39276,thai
4328,italian
4322,greek
21537,mexican
4320,italian
21567,mexican
39295,southern_us
39290,mexican
39291,italian
21558,italian
4342,cajun_creole
21554,indian
39280,chinese
4338,indian
4337,mexican
21552,italian
4336,italian
39247,indian
4301,southern_us
21519,italian
4302,mexican
21515,indian
4293,french
4294,korean
39237,italian
21511,indian
21507,italian
39262,mexican
4316,italian
4319,cajun_creole
4312,southern_us
21524,moroccan
4311,italian
21527,french
4305,french
39251,chinese
4306,cajun_creole
22487,mexican
39573,mexican
4887,southern_us
22485,mexican
39574,italian
39570,japanese
22494,southern_us
39583,italian
39582,italian
39577,mexican
22491,french
39576,thai
22489,italian
39579,french
39578,french
39556,indian
39557,mexican
4870,mexican
22469,british
4864,spanish
39565,french
4877,greek
39567,brazilian
4875,italian
22474,french
39560,southern_us
4874,italian
22475,italian
22516,thai
39604,mexican
4924,italian
39614,thai
4925,italian
39613,southern_us
39611,southern_us
22501,italian
39591,italian
39588,mexican
22498,greek
22499,indian
39599,southern_us
39594,french
4904,italian
22506,cajun_creole
4907,jamaican
22419,mexican
4946,brazilian
22422,thai
4948,italian
22430,irish
4956,mexican
22428,french
22402,southern_us
22403,mexican
4928,japanese
22404,chinese
4933,italian
22410,jamaican
4936,italian
22414,japanese
39629,greek
22449,chinese
39666,japanese
39671,japanese
39670,mexican
22458,italian
4987,italian
39679,cajun_creole
4961,irish
22433,mexican
39649,french
22436,thai
22437,southern_us
39652,vietnamese
4966,brazilian
39653,japanese
4968,japanese
22441,italian
22443,italian
4972,mexican
4974,italian
39452,italian
5022,mexican
22363,italian
5016,italian
22358,southern_us
39445,spanish
39447,southern_us
5012,filipino
5010,indian
5008,british
22353,italian
39437,mexican
22351,southern_us
22349,thai
39439,chinese
22347,vietnamese
22344,mexican
39434,jamaican
39431,italian
22340,filipino
22339,mexican
4994,italian
22338,italian
4992,italian
22396,southern_us
5053,chinese
39487,southern_us
5049,indian
5051,southern_us
5045,thai
22391,cajun_creole
39474,mexican
22385,british
39472,italian
39473,southern_us
22381,filipino
5037,mexican
22380,thai
22383,italian
22382,greek
5034,indian
39464,mexican
39463,southern_us
22369,mexican
5024,moroccan
5026,indian
39456,indian
39519,mexican
22290,chinese
39506,mexican
22289,italian
5072,southern_us
5079,southern_us
22295,mexican
5076,jamaican
22283,mexican
22285,chinese
5059,chinese
22273,indian
5056,southern_us
5057,mexican
39490,italian
22278,indian
5063,southern_us
22276,french
5113,italian
5115,mexican
22331,indian
5114,british
5118,mexican
5105,mexican
39538,chinese
39537,indian
22324,filipino
22326,mexican
5110,mexican
22313,italian
39533,italian
5088,japanese
5094,italian
39525,indian
22311,indian
22214,chinese
4608,chinese
22220,cajun_creole
22221,southern_us
39823,southern_us
22222,mexican
39820,cajun_creole
4623,greek
39821,italian
39819,italian
4616,japanese
39817,mexican
39830,italian
22228,italian
39829,southern_us
22226,french
39836,italian
22233,indian
39835,filipino
22232,southern_us
4633,indian
22235,jamaican
39833,italian
22234,italian
39846,cajun_creole
4643,italian
4642,southern_us
39841,mexican
22243,mexican
4641,indian
39843,mexican
22254,japanese
22255,italian
39855,italian
4651,greek
39849,indian
4662,southern_us
22261,japanese
4661,italian
4658,chinese
39857,italian
39859,indian
39858,indian
4657,indian
22270,mexican
4669,southern_us
39865,italian
39864,italian
22264,mexican
4673,italian
4675,greek
4679,indian
39883,mexican
4683,japanese
4685,southern_us
4686,italian
22159,spanish
22160,indian
22165,cajun_creole
39895,cajun_creole
22164,southern_us
4693,indian
22169,spanish
39897,thai
4699,greek
4700,italian
4701,italian
4703,southern_us
22178,mexican
22179,cajun_creole
39907,cajun_creole
4708,italian
22184,russian
39918,mexican
22193,southern_us
4721,indian
4727,french
22202,cajun_creole
39931,southern_us
22207,irish
4732,italian
39694,indian
22094,indian
22089,jamaican
22088,italian
39690,french
39689,chinese
4743,french
39710,italian
22108,italian
39708,mexican
4767,italian
22105,mexican
4763,chinese
22107,chinese
22100,mexican
39698,italian
39699,italian
22098,moroccan
4754,indian
4783,southern_us
22124,mexican
39726,french
39720,mexican
39723,greek
4777,brazilian
22118,thai
22116,mexican
22114,chinese
39715,italian
4768,chinese
4798,thai
4797,japanese
22140,southern_us
22141,vietnamese
39736,greek
4794,southern_us
4791,indian
22129,southern_us
22025,thai
4808,italian
39755,southern_us
4809,chinese
4811,southern_us
39758,southern_us
22028,italian
22031,italian
4815,indian
39747,filipino
4801,southern_us
39745,french
4804,japanese
22022,brazilian
39748,chinese
39775,mexican
4831,japanese
4819,mexican
22035,greek
39766,moroccan
22037,italian
4823,southern_us
39787,chinese
4847,italian
39788,mexican
4834,korean
39779,korean
22048,cajun_creole
4838,southern_us
22053,mexican
39782,mexican
22052,cajun_creole
4856,japanese
4862,greek
22079,greek
22066,chinese
22064,japanese
39796,french
4855,indian
22070,cajun_creole
20924,southern_us
40190,moroccan
5503,southern_us
5497,russian
5499,korean
20917,italian
40178,italian
5489,french
20915,mexican
5491,mexican
5484,indian
20910,italian
5486,italian
20904,thai
40168,italian
5482,french
5476,southern_us
40164,french
5479,chinese
20897,japanese
40160,italian
40161,french
20894,mexican
5464,southern_us
20889,italian
20881,greek
5456,indian
20880,moroccan
5457,japanese
20878,thai
5454,italian
40142,italian
20875,mexican
40138,italian
20872,cajun_creole
20873,greek
40139,mexican
5443,thai
40129,mexican
40130,southern_us
40131,indian
20985,british
20984,italian
40122,french
5434,chinese
5428,moroccan
40119,mexican
20982,mexican
20960,italian
20962,mexican
20964,mexican
40103,french
40100,mexican
40101,italian
20953,french
5400,cajun_creole
40090,italian
40093,thai
40095,italian
40080,chinese
5398,chinese
40086,italian
40072,mexican
5386,chinese
20939,southern_us
20936,indian
40075,chinese
40076,french
20940,indian
20931,cajun_creole
20929,cajun_creole
20932,mexican
20788,indian
40052,southern_us
40053,french
20785,greek
5628,italian
20798,korean
5630,mexican
20793,japanese
20795,italian
40039,japanese
5605,french
5600,italian
40034,chinese
5612,chinese
40043,mexican
40041,italian
5591,thai
20756,italian
5588,chinese
20754,irish
40018,southern_us
40028,mexican
20767,mexican
5596,italian
20762,southern_us
5594,thai
20760,southern_us
5592,southern_us
20743,southern_us
20742,indian
40004,italian
5570,chinese
5569,italian
20736,southern_us
5582,mexican
20749,southern_us
40009,thai
20747,southern_us
39986,indian
20850,mexican
5556,southern_us
39988,irish
20855,southern_us
5558,southern_us
5560,mexican
20859,mexican
20860,italian
20862,irish
5536,irish
5539,italian
5540,mexican
39974,greek
20841,french
39978,french
5545,italian
20843,french
20842,italian
39983,southern_us
5550,italian
5551,indian
20817,french
39956,jamaican
20823,french
5526,mexican
5531,italian
39960,indian
20827,french
39964,filipino
5535,italian
39965,mexican
39937,french
20805,mexican
20810,italian
39944,indian
5512,mexican
39947,indian
20814,italian
39951,moroccan
5516,southern_us
20813,italian
5231,southern_us
5226,japanese
20647,mexican
40422,mexican
20645,french
5219,chinese
20643,southern_us
5218,mexican
20640,brazilian
40444,spanish
5247,chinese
20669,southern_us
40440,southern_us
20664,chinese
40442,british
5238,spanish
40437,greek
5239,southern_us
20662,filipino
5234,mexican
40433,italian
40432,thai
40399,mexican
40396,italian
20617,southern_us
40395,southern_us
5195,southern_us
5188,cajun_creole
20615,mexican
5184,chinese
20611,indian
20639,french
40411,chinese
40408,spanish
40406,french
20631,mexican
40404,chinese
20624,southern_us
5203,british
5160,french
5155,southern_us
40352,italian
40353,indian
40358,spanish
20708,southern_us
40376,southern_us
20729,mexican
5176,mexican
20735,mexican
5182,chinese
5183,indian
20732,italian
5181,japanese
20722,thai
5169,thai
20727,chinese
5172,chinese
20724,italian
40329,italian
40333,indian
5134,italian
40323,indian
20676,italian
40324,italian
5127,irish
5126,indian
40347,italian
20696,italian
40345,mexican
5148,southern_us
20701,mexican
20700,irish
40350,indian
5150,italian
40348,indian
5137,mexican
5138,mexican
40336,southern_us
5141,thai
40340,mexican
5350,thai
20517,mexican
5349,italian
20513,mexican
5345,french
20527,italian
40303,french
40297,southern_us
5355,indian
5352,chinese
20520,mexican
40308,mexican
20534,jamaican
5367,italian
20532,southern_us
20530,mexican
5363,italian
40305,british
40317,cajun_creole
5372,thai
20541,british
20538,mexican
20539,mexican
5370,indian
20484,indian
5318,mexican
20480,southern_us
5313,thai
20492,cajun_creole
40269,russian
5326,mexican
5327,indian
40268,italian
40265,chinese
20503,french
5331,mexican
20499,italian
5341,indian
20510,mexican
40285,southern_us
5339,mexican
20507,indian
40281,italian
40225,french
20579,mexican
20578,italian
40227,italian
40229,italian
5285,thai
20587,indian
40233,italian
5288,mexican
40237,italian
5295,thai
20589,cajun_creole
5293,chinese
40240,cajun_creole
40242,mexican
20598,italian
40246,italian
40247,vietnamese
20602,southern_us
5306,cajun_creole
40249,indian
5305,french
20600,italian
5311,italian
20607,mexican
5309,irish
5308,moroccan
40255,mexican
5248,italian
40192,indian
5252,italian
20551,italian
5255,southern_us
5261,french
20560,italian
5265,italian
40211,mexican
5264,italian
5266,chinese
5268,italian
40215,irish
5270,mexican
20569,korean
20571,italian
21403,mexican
21401,southern_us
40670,moroccan
21404,jamaican
40657,indian
5970,thai
40661,italian
21399,mexican
5975,southern_us
21397,chinese
40663,greek
40648,mexican
40650,indian
40652,chinese
21389,french
40640,indian
40642,cajun_creole
5952,southern_us
40644,french
5957,mexican
21381,greek
6009,spanish
21437,cajun_creole
6013,filipino
21436,mexican
40689,chinese
6003,spanish
21430,thai
21417,southern_us
40683,mexican
5995,southern_us
40680,southern_us
21419,french
40681,cajun_creole
5996,italian
40684,southern_us
5998,italian
21408,mexican
21409,italian
21410,thai
5987,vietnamese
40672,italian
21414,chinese
21471,italian
40606,spanish
5914,italian
40597,french
5908,italian
40599,italian
21455,mexican
5892,italian
5891,korean
21443,italian
21440,italian
21441,southern_us
21501,italian
5951,chinese
21498,indian
5940,italian
5941,mexican
40630,indian
40628,chinese
40625,chinese
5938,french
21490,greek
5933,italian
40620,southern_us
21487,irish
5929,french
5928,moroccan
21477,mexican
5920,french
5923,korean
5922,italian
21265,chinese
6104,brazilian
40539,spanish
6109,mexican
40542,italian
6108,cajun_creole
21249,southern_us
21255,french
6087,french
21253,italian
6084,indian
40518,japanese
21259,british
40521,mexican
40522,french
21262,greek
6092,italian
6093,southern_us
21296,chinese
40560,british
21300,italian
21302,italian
6136,moroccan
40569,mexican
21308,chinese
21311,french
6112,mexican
40547,italian
6113,italian
40550,spanish
40548,japanese
6120,filipino
21288,indian
40554,chinese
6127,cajun_creole
6039,cajun_creole
40470,mexican
21332,indian
6036,korean
40471,mexican
6034,spanish
40467,cajun_creole
6047,thai
21341,chinese
6042,british
21339,greek
40473,italian
40474,japanese
21318,mexican
21316,korean
40454,italian
6018,korean
21312,southern_us
40450,mexican
6030,mexican
21324,mexican
6026,filipino
6024,italian
40459,southern_us
40458,indian
21361,mexican
21362,brazilian
40496,cajun_creole
6077,indian
6076,cajun_creole
40511,thai
6073,mexican
40483,italian
6049,spanish
21344,vietnamese
40495,italian
6061,filipino
40492,mexican
40489,italian
6058,vietnamese
5707,mexican
5706,italian
40910,thai
21134,chinese
5710,russian
40902,southern_us
5702,russian
40901,italian
5720,mexican
40922,mexican
5721,thai
5722,japanese
40920,mexican
5723,italian
21149,mexican
21141,vietnamese
5717,southern_us
21143,chinese
40936,southern_us
21161,moroccan
5736,italian
21166,chinese
5741,southern_us
5730,british
40931,indian
21153,filipino
40933,mexican
5734,southern_us
21159,italian
21177,italian
21181,italian
21180,moroccan
40945,southern_us
40946,spanish
5751,italian
40951,mexican
5749,french
40846,italian
5645,southern_us
40847,chinese
5643,indian
21195,moroccan
40841,italian
40835,japanese
21187,southern_us
5660,italian
21212,italian
5657,southern_us
40858,french
21210,italian
5652,british
40855,vietnamese
40854,italian
40853,cajun_creole
5649,indian
21200,southern_us
40850,french
21202,jamaican
5651,mexican
40878,cajun_creole
5676,italian
21229,italian
21227,italian
40868,french
5670,british
5669,cajun_creole
5668,indian
5664,italian
5692,thai
21242,italian
21241,italian
21240,southern_us
5686,italian
21238,southern_us
21232,mexican
5825,irish
20995,thai
20999,italian
20998,brazilian
40777,mexican
40781,italian
40786,italian
5843,mexican
5844,mexican
40788,italian
5846,mexican
21016,thai
40795,russian
21017,indian
40792,italian
21027,southern_us
5859,italian
21031,french
21028,southern_us
40806,chinese
5861,italian
21033,greek
5868,italian
40815,cajun_creole
40816,mexican
21042,french
21043,italian
40826,mexican
40828,thai
21054,french
5886,mexican
5885,mexican
21053,chinese
5760,filipino
21059,southern_us
40719,italian
21071,italian
5774,italian
40715,italian
40713,greek
5770,mexican
21066,thai
5780,indian
5783,mexican
40723,french
5778,italian
21085,italian
21086,japanese
5791,moroccan
5785,italian
40730,southern_us
40731,cajun_creole
5784,cajun_creole
21094,french
5799,chinese
40737,mexican
5794,italian
21090,thai
21089,italian
5804,mexican
5805,italian
5813,french
40754,italian
21117,cajun_creole
5820,southern_us
5818,italian
21113,korean
23913,mexican
23912,mexican
6570,mexican
6571,french
23916,indian
6573,mexican
6574,british
23919,french
23905,thai
6561,italian
23904,italian
6562,mexican
36896,chinese
23909,french
23908,italian
6585,indian
36923,indian
36920,mexican
6586,british
6588,indian
6591,italian
6590,mexican
36914,italian
23920,mexican
6576,chinese
36912,chinese
23924,italian
6583,italian
36916,italian
36917,thai
36873,indian
6536,french
6543,southern_us
23886,italian
36876,mexican
23884,italian
23873,southern_us
36869,southern_us
23879,italian
23878,mexican
36889,italian
36891,chinese
6559,japanese
23900,southern_us
36881,indian
6545,mexican
23894,filipino
36886,italian
23893,italian
23852,indian
23854,southern_us
6633,indian
36969,southern_us
23851,mexican
36968,chinese
23845,indian
6626,indian
36961,southern_us
23870,italian
36988,mexican
23871,spanish
6648,southern_us
6651,thai
6650,southern_us
23867,brazilian
36983,greek
36981,japanese
6646,irish
23856,southern_us
23823,japanese
36937,indian
23818,japanese
6600,southern_us
36933,southern_us
36932,italian
23813,greek
23812,indian
23809,cajun_creole
6593,cajun_creole
23808,chinese
6623,italian
23836,cajun_creole
6618,mexican
36954,mexican
23832,italian
23833,italian
36948,vietnamese
23828,moroccan
36951,italian
23826,italian
6610,japanese
23825,greek
24035,filipino
37025,southern_us
24037,italian
37029,indian
6438,mexican
24040,italian
6441,moroccan
37035,southern_us
6443,italian
24046,italian
6446,chinese
24051,italian
6451,mexican
24053,southern_us
37046,thai
6453,southern_us
6457,thai
37054,italian
24060,mexican
36993,italian
36995,italian
24004,japanese
6404,vietnamese
24014,chinese
24015,chinese
37006,mexican
6413,italian
37007,irish
6418,indian
6419,cajun_creole
37008,mexican
6416,chinese
6417,italian
37013,southern_us
6426,thai
24025,southern_us
6424,cajun_creole
37020,mexican
6501,southern_us
6500,chinese
6502,cajun_creole
23975,italian
6499,italian
37102,russian
23982,vietnamese
6504,thai
6506,brazilian
23979,cajun_creole
37110,italian
6512,italian
37106,moroccan
37105,moroccan
6514,indian
6520,southern_us
6523,italian
6467,japanese
37056,japanese
37058,italian
23937,spanish
6479,italian
6477,french
37071,brazilian
23947,southern_us
6472,irish
6486,mexican
6484,indian
6494,southern_us
37086,thai
23962,indian
6489,italian
6330,southern_us
6332,southern_us
23677,mexican
37169,irish
23665,southern_us
6327,mexican
6326,chinese
23650,mexican
37152,indian
37156,italian
37147,italian
37150,mexican
37138,mexican
6288,french
6293,italian
37143,thai
23638,mexican
6294,french
37141,korean
37128,mexican
37133,chinese
37123,mexican
23616,mexican
6275,mexican
6278,mexican
37125,italian
37124,french
23614,indian
37244,french
37245,indian
6397,japanese
6394,indian
37243,italian
6391,indian
6390,korean
23604,spanish
6387,mexican
37232,indian
6386,southern_us
6381,spanish
23595,mexican
6376,italian
37227,italian
23589,mexican
6372,french
23586,spanish
37216,indian
6369,mexican
23581,italian
23577,spanish
37208,korean
23579,thai
23572,cajun_creole
37207,chinese
23574,chinese
37204,british
6359,greek
6352,italian
6355,greek
23565,chinese
37199,spanish
37197,french
6344,mexican
6346,italian
23562,italian
6347,italian
37189,southern_us
37297,southern_us
23793,southern_us
23799,southern_us
23798,southern_us
37305,mexican
37307,mexican
23801,french
37308,italian
23806,southern_us
37311,italian
23804,mexican
23778,italian
23779,greek
23776,italian
6176,mexican
37285,french
23783,mexican
37287,british
6160,italian
23762,cajun_creole
37279,mexican
37277,mexican
6174,italian
37251,mexican
6149,mexican
6148,italian
37253,spanish
37256,italian
37257,russian
37262,southern_us
23757,japanese
37365,southern_us
6260,mexican
23732,filipino
6270,italian
23743,southern_us
37372,italian
23742,southern_us
37348,southern_us
6246,southern_us
37350,mexican
23716,mexican
6243,southern_us
23713,southern_us
6240,italian
37356,indian
6254,italian
37354,french
6224,italian
37331,italian
23696,french
23698,mexican
37328,french
6237,french
37341,greek
6235,mexican
6213,french
23684,mexican
6212,italian
23687,chinese
6221,cajun_creole
23692,indian
37326,mexican
23694,italian
6217,mexican
24399,southern_us
7053,mexican
37385,french
7050,italian
7048,indian
7049,italian
7046,italian
37380,mexican
37376,italian
37378,greek
24413,cajun_creole
24409,greek
37396,mexican
24406,brazilian
7062,southern_us
37395,mexican
37423,italian
24429,mexican
7084,mexican
24428,jamaican
24430,thai
24425,mexican
24426,mexican
7078,southern_us
37412,italian
24416,british
37408,southern_us
7100,italian
37436,cajun_creole
7099,korean
7098,italian
7092,chinese
24432,vietnamese
24433,southern_us
24435,indian
24331,southern_us
24329,korean
24328,greek
7118,greek
24335,italian
37453,italian
24334,southern_us
24333,mexican
24321,chinese
24320,italian
24326,indian
7108,cajun_creole
37469,greek
37470,korean
24337,thai
24343,southern_us
37461,indian
7125,irish
37462,southern_us
37463,moroccan
7124,korean
37481,mexican
24362,chinese
7148,greek
24364,italian
7151,southern_us
37475,indian
7138,moroccan
24354,italian
7140,mexican
7141,italian
37476,brazilian
7163,british
24381,korean
37503,thai
24382,vietnamese
7153,southern_us
24368,italian
37488,mexican
24373,french
7159,brazilian
37493,italian
37511,southern_us
37504,italian
6915,mexican
37505,southern_us
24512,spanish
6913,southern_us
6912,southern_us
24526,italian
6924,indian
24522,vietnamese
24523,mexican
37526,indian
37521,mexican
6928,southern_us
24528,mexican
24543,italian
6942,southern_us
24539,mexican
6936,british
24548,french
6948,vietnamese
6947,southern_us
37549,thai
6952,moroccan
24566,japanese
6960,thai
37552,italian
24573,russian
24569,french
37563,thai
24570,southern_us
37569,cajun_creole
37570,mexican
6976,mexican
24454,indian
6981,mexican
24453,cajun_creole
6980,french
6984,thai
