TXKEY,Class
T120198,0
T52097,0
T226501,0
T175330,0
T5260,0
T1695,0
T229210,0
T163789,0
T145138,0
T167890,0
T139918,0
T203100,0
T8962,0
T175477,0
T130596,0
T116774,0
T81604,0
T250713,0
T272021,0
T209924,0
T181553,0
T170840,0
T269230,0
T132143,0
T258517,0
T2061,0
T24176,0
T24225,0
T54827,0
T61592,0
T155286,0
T234335,0
T142620,0
T238279,0
T204541,0
T133004,0
T34730,0
T193978,0
T271103,0
T57836,0
T107520,0
T205164,0
T50411,0
T120988,0
T159157,0
T116756,0
T94142,0
T201302,0
T167432,0
T147278,0
T253300,0
T87399,0
T26544,0
T203649,0
T60044,0
T55100,0
T282597,0
T234543,0
T72445,0
T45650,0
T148496,0
T203251,0
T231723,0
T73390,0
T143941,0
T28517,0
T246933,0
T97537,0
T106743,0
T66543,0
T123927,0
T92055,0
T192974,0
T162394,0
T142133,0
T202446,0
T228832,0
T281209,0
T139674,0
T223674,0
T13514,0
T222642,0
T71088,0
T204424,0
T182763,0
T89064,0
T137466,0
T273108,0
T244159,0
T219310,0
T272625,0
T40883,0
T170961,0
T121320,0
T275563,0
T12965,0
T133404,0
T22244,0
T64820,0
T198649,0
T136344,0
T217758,0
T176431,0
T208504,0
T74280,0
T259418,0
T270690,0
T150340,0
T61001,0
T100485,0
T244194,0
T219653,0
T63297,0
T275190,0
T151960,0
T267624,0
T168776,0
T140650,0
T245984,0
T180560,0
T139384,0
T188826,0
T259912,0
T24988,0
T217054,0
T75811,0
T136204,0
T47418,0
T243277,0
T183536,0
T203313,0
T54780,0
T3765,0
T253206,0
T110879,0
T37580,0
T189568,0
T6112,0
T19184,0
T228252,0
T157747,0
T167348,0
T9275,0
T185602,0
T251027,0
T84816,0
T145643,0
T256610,0
T79436,0
T281629,0
T253467,0
T21677,0
T280674,0
T154855,0
T79996,0
T177418,0
T180432,0
T85833,0
T82285,0
T154297,0
T182182,0
T142951,0
T162941,0
T225165,0
T130306,0
T264795,0
T118337,0
T4650,0
T274507,0
T58535,0
T190984,0
T249271,0
T153538,0
T186566,0
T196110,0
T255700,0
T200395,0
T152318,0
T255475,0
T233110,0
T103194,0
T187765,0
T239803,0
T15002,0
T91498,0
T261232,0
T222050,0
T193373,0
T57593,0
T185668,0
T282794,0
T159996,0
T185333,0
T169858,0
T245232,0
T43439,0
T16550,0
T58434,0
T116200,0
T203667,0
T235881,0
T238418,0
T184779,0
T262437,0
T252584,0
T118920,0
T197794,0
T256272,0
T62891,0
T76773,0
T5835,0
T251592,0
T33688,0
T175024,0
T170505,0
T167143,0
T152496,0
T70071,0
T222210,0
T41032,0
T35080,0
T221118,0
T262810,0
T230207,0
T180231,0
T181693,0
T39669,0
T166340,0
T101907,0
T81506,0
T277505,0
T58935,0
T8431,0
T161672,0
T73080,0
T176024,0
T245132,0
T27843,0
T71717,0
T168440,0
T131469,0
T230596,0
T45543,0
T212432,0
T219288,0
T16484,0
T62525,0
T4010,0
T3969,0
T223276,0
T234815,0
T166466,0
T117913,0
T59775,0
T10396,0
T126044,0
T279902,0
T166455,0
T22838,0
T218441,0
T111577,0
T33223,0
T272056,0
T134723,0
T99747,0
T185911,0
T2291,0
T6457,0
T76318,0
T185354,0
T209255,0
T44953,0
T217132,0
T82122,0
T13703,0
T257129,0
T163175,0
T187910,0
T204445,0
T100569,0
T214578,0
T218118,0
T138268,0
T217129,0
T185738,0
T106328,0
T187462,0
T38003,0
T214452,0
T135721,0
T225124,0
T218808,0
T55300,0
T228474,0
T134590,0
T68269,0
T272377,0
T111694,0
T239184,0
T13895,0
T189188,0
T183957,0
T45206,0
T55088,0
T145644,0
T35086,0
T238224,0
T109406,0
T267702,0
T157963,0
T239528,0
T194278,0
T92578,0
T480,0
T126908,0
T175909,0
T247726,0
T235112,0
T8610,0
T65029,0
T162920,0
T190326,0
T6586,0
T77267,0
T169641,0
T271588,0
T136480,0
T63266,0
T213354,0
T100502,0
T250361,0
T73658,0
T144749,0
T216402,0
T222675,0
T175384,0
T29251,0
T230273,0
T140765,0
T127293,0
T179428,0
T24691,0
T269209,0
T243816,0
T61568,0
T13976,0
T111354,0
T32495,0
T107589,0
T197339,0
T9448,0
T7186,0
T151216,0
T41132,0
T47470,0
T138107,0
T110592,0
T62330,0
T46891,0
T27139,0
T109386,0
T15524,0
T181408,0
T156307,0
T133,0
T276811,0
T253608,0
T146503,0
T273803,0
T162521,0
T254045,0
T3970,0
T117154,0
T253140,0
T7146,0
T99244,0
T79777,0
T275468,0
T230487,0
T174800,0
T152127,0
T251,0
T163696,0
T129200,0
T211734,0
T191961,0
T195141,0
T246273,0
T233885,0
T275980,0
T87619,0
T12390,0
T38540,0
T168515,0
T198385,0
T143030,0
T41503,0
T20732,0
T71347,0
T93435,0
T273093,0
T248948,0
T21263,0
T38490,0
T161750,0
T193222,0
T230655,0
T175061,0
T157795,0
T246614,0
T268328,0
T42299,0
T16905,0
T21118,0
T55272,0
T74769,0
T177779,0
T60730,0
T250271,0
T94265,0
T166500,0
T128078,0
T67552,0
T207780,0
T283800,0
T276155,0
T19105,0
T140229,0
T197317,0
T4025,0
T193496,0
T127340,0
T128526,0
T278377,0
T102971,0
T21529,0
T190954,0
T83257,0
T270086,0
T283230,0
T1577,0
T69919,0
T170197,0
T166608,0
T103742,0
T282741,0
T206315,0
T36853,0
T187721,0
T10360,0
T125334,0
T13754,0
T39818,0
T54181,0
T8068,0
T195159,0
T270801,0
T169629,0
T17427,0
T31084,0
T126741,0
T89656,0
T18137,0
T192071,0
T100347,0
T114074,0
T191651,0
T40236,0
T52232,0
T118990,0
T58677,0
T568,0
T217262,0
T10479,0
T176651,0
T172016,0
T174592,0
T53792,0
T239235,0
T23185,0
T141516,0
T63543,0
T211437,0
T201357,0
T275146,0
T91748,0
T183613,0
T13174,0
T227444,0
T144597,0
T265820,0
T105210,0
T29716,0
T92699,0
T94274,0
T47385,0
T257875,0
T202280,0
T144337,0
T241931,0
T164197,0
T118443,0
T251419,0
T110709,0
T11320,0
T188912,0
T28722,0
T185373,0
T241287,0
T7207,0
T154896,0
T41648,0
T42721,0
T150883,0
T254364,0
T206974,0
T9896,0
T78191,0
T241577,0
T280210,0
T3939,0
T165154,0
T274320,0
T155703,0
T190826,0
T168921,0
T257002,0
T237330,0
T192408,0
T267944,0
T187434,0
T50937,0
T58952,0
T277682,0
T213822,0
T31654,0
T265162,0
T9363,0
T149159,0
T6788,0
T160809,0
T275887,0
T105182,0
T261176,0
T43229,0
T247623,0
T153450,0
T172022,0
T211074,0
T13232,0
T31379,0
T184570,0
T255392,0
T149967,0
T128300,0
T4763,0
T162679,0
T89101,0
T177800,0
T249159,0
T53246,0
T114994,0
T194566,0
T109796,0
T99789,0
T10038,0
T65200,0
T98245,0
T9421,0
T114347,0
T139684,0
T96070,0
T19005,0
T270103,0
T171172,0
T162948,0
T252508,0
T280874,0
T20655,0
T27097,0
T5036,0
T129504,0
T235439,0
T97136,0
T193480,0
T235424,0
T40314,0
T28080,0
T179166,0
T268944,0
T158763,0
T115571,0
T85894,0
T68245,0
T161173,0
T230364,0
T65829,0
T116332,0
T137530,0
T183018,0
T2539,0
T231984,0
T127852,0
T144844,0
T138711,0
T208929,0
T220086,0
T274312,0
T128773,0
T91788,0
T219551,0
T137452,0
T76894,0
T199033,0
T232877,0
T100789,0
T162408,0
T11721,0
T149453,0
T137045,0
T43393,0
T198720,0
T241488,0
T5050,0
T112225,0
T130085,0
T202772,0
T265208,0
T216448,0
T25656,0
T15793,0
T161282,0
T199224,0
T188695,0
T96925,0
T207989,0
T145174,0
T40187,0
T203522,0
T180988,0
T262214,0
T134230,0
T177425,0
T134774,0
T190586,0
T23557,0
T32831,0
T163347,0
T278520,0
T263211,0
T162155,0
T171253,0
T61763,0
T196413,0
T169887,0
T162449,0
T258439,0
T31077,0
T179954,0
T191278,0
T90697,0
T255133,0
T148096,0
T252359,0
T167134,0
T198994,0
T98631,0
T78588,0
T175523,0
T91782,0
T267412,0
T248593,0
T26819,0
T166655,0
T24886,0
T275507,0
T214239,0
T131098,0
T266405,0
T270232,0
T233036,0
T243795,0
T176094,0
T122617,0
T34503,0
T235863,0
T89743,0
T27967,0
T162922,0
T162923,0
T160330,0
T154672,0
T66126,0
T177961,0
T220863,0
T275500,0
T40396,0
T164158,0
T210124,0
T103274,0
T254514,0
T243688,0
T63758,0
T58884,0
T7150,0
T158041,0
T102675,0
T246156,0
T264123,0
T57397,0
T56574,0
T215234,0
T89657,0
T251529,0
T206145,0
T83813,0
T240663,0
T17752,0
T89220,0
T15427,0
T170406,0
T106490,0
T67510,0
T147793,0
T153809,0
T221013,0
T218400,0
T89342,0
T80934,0
T42723,0
T208670,0
T277954,0
T42852,0
T83359,0
T97828,0
T134977,0
T87095,0
T201845,0
T211054,0
T67764,0
T221746,0
T241851,0
T168876,0
T281045,0
T196355,0
T214798,0
T226277,0
T14073,0
T258897,0
T211462,0
T279644,0
T199271,0
T225844,0
T82579,0
T102160,0
T94199,0
T182393,0
T238360,0
T124429,0
T254051,0
T190523,0
T165025,0
T109976,0
T159074,0
T191367,0
T265830,0
T215150,0
T280703,0
T187488,0
T105315,0
T217002,0
T164967,0
T1773,0
T78192,0
T21576,0
T155467,0
T125049,0
T230568,0
T191207,0
T88204,0
T98669,0
T74,0
T151779,0
T139560,0
T11884,0
T261693,0
T68896,0
T156557,0
T165068,0
T103738,0
T103739,0
T177999,0
T56847,0
T236224,0
T223425,0
T27683,0
T120962,0
T6825,0
T165630,0
T190329,0
T161589,0
T198231,0
T38397,0
T136335,0
T176001,0
T214159,0
T74244,0
T164051,0
T153440,0
T9737,0
T167173,0
T132311,0
T267201,0
T273473,0
T170817,0
T79435,0
T57289,0
T229612,0
T244440,0
T26263,0
T51838,0
T143665,0
T114979,0
T115874,0
T22757,0
T59132,0
T227777,0
T170305,0
T274625,0
T284557,0
T281773,0
T145737,0
T69770,0
T106652,0
T128160,0
T166547,0
T58076,0
T147500,0
T1010,0
T9435,0
T224763,0
T156030,0
T97813,0
T17343,0
T5017,0
T46788,0
T211680,0
T14746,0
T238408,0
T27282,0
T242101,0
T241620,0
T207824,0
T150906,0
T116931,0
T240762,0
T265062,0
T72403,0
T21640,0
T86775,0
T146463,0
T29672,0
T151843,0
T228088,0
T278350,0
T90771,0
T208366,0
T232117,0
T184234,0
T275683,0
T91621,0
T212124,0
T211611,0
T258469,0
T198948,0
T3145,0
T43372,0
T147820,0
T144185,0
T277537,0
T16401,0
T223374,0
T160592,0
T191667,0
T284789,0
T212792,0
T124555,0
T86703,0
T48717,0
T91362,0
T170469,0
T259617,0
T149360,0
T243454,0
T115091,0
T222741,0
T104824,0
T71853,0
T260429,0
T209962,0
T58029,0
T147462,0
T199865,0
T284735,0
T168044,0
T36845,0
T3005,0
T172171,0
T70378,0
T162600,0
T1620,0
T108197,0
T264112,0
T47934,0
T166174,0
T41772,0
T167365,0
T195007,0
T47634,0
T259544,0
T80553,0
T248212,0
T30169,0
T84015,0
T10067,0
T188853,0
T260325,0
T13409,0
T274208,0
T187281,0
T126436,0
T140694,0
T96856,0
T159341,0
T6949,0
T87566,0
T163142,0
T24047,0
T41154,0
T175795,0
T234269,0
T218038,0
T155675,0
T66759,0
T165335,0
T18710,0
T204890,0
T65708,0
T145941,0
T223224,0
T67095,0
T180726,0
T278017,0
T200418,0
T279961,0
T189223,0
T181478,0
T4892,0
T277205,0
T10397,0
T249333,0
T185211,0
T87005,0
T181601,0
T6149,0
T117549,0
T145700,0
T82100,0
T226764,0
T18932,0
T13181,0
T150168,0
T55383,0
T61800,0
T62919,0
T111711,0
T143699,0
T198431,0
T177147,0
T736,0
T213423,0
T248352,0
T97942,0
T180979,0
T191633,0
T238913,0
T176507,0
T268195,0
T179869,0
T226349,0
T271094,0
T78074,0
T195229,0
T149767,0
T61238,0
T35296,0
T278160,0
T15852,0
T237567,0
T181039,0
T37850,0
T265731,0
T137675,0
T227657,0
T77484,0
T198836,0
T194512,0
T239202,0
T268137,0
T272925,0
T73869,0
T160644,0
T260917,0
T108442,0
T128117,0
T43001,0
T15401,0
T193928,0
T197558,0
T235358,0
T276659,0
T210216,0
T42297,0
T197745,0
T27668,0
T101711,0
T215328,0
T129295,0
T175989,0
T216713,0
T29969,0
T173160,0
T30767,0
T6043,0
T271623,0
T272906,0
T193755,0
T40849,0
T216059,0
T22692,0
T197950,0
T107348,0
T156552,0
T198491,0
T123669,0
T143274,0
T263382,0
T159947,0
T211975,0
T267328,0
T161175,0
T149235,0
T208226,0
T50416,0
T80041,0
T36619,0
T108381,0
T78509,0
T75108,0
T113443,0
T208267,0
T28025,0
T149519,0
T255938,0
T185656,0
T41060,0
T51104,0
T163951,0
T91239,0
T27410,0
T141820,0
T24610,0
T175519,0
T226817,0
T265954,0
T168017,0
T107941,0
T212691,0
T50670,0
T7157,0
T123552,0
T18,0
T180272,0
T14245,0
T27278,0
T67407,0
T112235,0
T120598,0
T121897,0
T199516,0
T76436,0
T147993,0
T226909,0
T164816,0
T248999,0
T191232,0
T88531,0
T242816,0
T283083,0
T69463,0
T127218,0
T64960,0
T9949,0
T270922,0
T147736,0
T239246,0
T215928,0
T277256,0
T207527,0
T248028,0
T177886,0
T252570,0
T25991,0
T246090,0
T268329,0
T131498,0
T97794,0
T64849,0
T131240,0
T139881,0
T204182,0
T136366,0
T5951,0
T194569,0
T235975,0
T11927,0
T235470,0
T50936,0
T52396,0
T98634,0
T108034,0
T113723,0
T114164,0
T169959,0
T158890,0
T79384,0
T272784,0
T249667,0
T146959,0
T50118,0
T95911,0
T148453,0
T172109,0
T96341,0
T125062,0
T106862,0
T251393,0
T202412,0
T70039,0
T247984,0
T243041,0
T52442,0
T284585,0
T149500,0
T209944,0
T239990,0
T134742,0
T235493,0
T68698,0
T102809,0
T73247,0
T156420,0
T85538,0
T56673,0
T35055,0
T42137,0
T249095,0
T9903,0
T260370,0
T248719,0
T166373,0
T178391,0
T158698,0
T272827,0
T238480,0
T237074,0
T85161,0
T193907,0
T209229,0
T65266,0
T35061,0
T135150,0
T96284,0
T11171,0
T188069,0
T168747,0
T106387,0
T43634,0
T110748,0
T262219,0
T199790,0
T232819,0
T79141,0
T241868,0
T41108,0
T255752,0
T215348,0
T123618,0
T53311,0
T270097,0
T254398,0
T107096,0
T49572,0
T5788,0
T44925,0
T177526,0
T226592,0
T231391,0
T276753,0
T193650,0
T160928,0
T85558,0
T274666,0
T265360,0
T230989,0
T46358,0
T99699,0
T256091,0
T245414,0
T75737,0
T145609,0
T65116,0
T77892,0
T118503,0
T265924,0
T262703,0
T226723,0
T55001,0
T232091,0
T243775,0
T253806,0
T222143,0
T202345,0
T264531,0
T71422,0
T266010,0
T180484,0
T191700,0
T54342,0
T129217,0
T252017,0
T131779,0
T121844,0
T108385,0
T110580,0
T47456,0
T4023,0
T19042,0
T38947,0
T185060,0
T52976,0
T229774,0
T55521,0
T29757,0
T206071,0
T36018,0
T100151,0
T117234,0
T9433,0
T181330,0
T188439,0
T189595,0
T243459,0
T37448,0
T45113,0
T122426,0
T208182,0
T148060,0
T59892,0
T108138,0
T88123,0
T280546,0
T6133,0
T176300,0
T19137,0
T267395,0
T44477,0
T188202,0
T85543,0
T170296,0
T971,0
T173845,0
T102647,0
T257164,0
T69579,0
T231632,0
T178423,0
T60267,0
T224108,0
T6073,0
T277510,0
T178765,0
T173226,0
T128153,0
T161633,0
T36638,0
T262067,0
T184119,0
T140729,0
T107041,0
T5105,0
T134496,0
T244076,0
T223720,0
T214241,0
T103297,0
T156991,0
T123616,0
T79842,0
T70111,0
T226109,0
T226919,0
T136597,0
T81115,0
T59790,0
T133767,0
T232004,0
T7461,0
T53533,0
T31706,0
T95236,0
T90305,0
T175907,0
T1320,0
T42971,0
T195646,0
T15729,0
T58989,0
T66267,0
T208417,0
T126394,0
T120738,0
T273424,0
T254336,0
T153241,0
T77878,0
T277569,0
T209200,0
T61496,0
T211174,0
T40205,0
T39237,0
T239530,0
T125298,0
T215126,0
T252915,0
T106550,0
T108297,0
T190415,0
T188161,0
T169522,0
T64450,0
T13780,0
T177489,0
T59556,0
T211396,0
T276938,0
T86856,0
T78830,0
T160620,0
T232657,0
T224511,0
T6858,0
T167118,0
T99242,0
T120234,0
T244081,0
T87680,0
T108768,0
T55777,0
T33741,0
T120249,0
T235848,0
T281628,0
T2786,0
T69061,0
T8087,0
T140647,0
T284768,0
T46996,0
T203523,0
T247712,0
T82823,0
T167956,0
T240175,0
T223551,0
T59513,0
T75316,0
T74965,0
T266606,0
T141110,0
T137126,0
T225707,0
T284706,0
T150834,0
T88164,0
T207276,0
T220938,0
T40124,0
T203195,0
T36880,0
T246517,0
T177429,0
T221438,0
T270226,0
T29171,0
T32835,0
T257171,0
T209831,0
T72843,0
T244865,0
T135700,0
T192157,0
T188891,0
T200548,0
T234070,0
T31018,0
T145024,0
T224504,0
T219142,0
T142769,0
T104692,0
T82655,0
T8623,0
T174328,0
T189969,0
T219039,0
T257422,0
T13698,0
T5220,0
T192506,0
T56515,0
T188100,0
T84052,0
T166446,0
T260204,0
T94521,0
T7749,0
T184480,0
T170387,0
T222765,0
T32815,0
T265853,0
T7531,0
T204456,0
T249213,0
T5634,0
T13612,0
T168862,0
T55983,0
T12812,0
T193289,0
T89145,0
T208994,0
T221289,0
T210387,0
T223220,0
T163764,0
T224275,0
T192608,0
T207091,0
T219322,0
T220528,0
T216978,0
T78356,0
T232176,0
T16549,0
T124467,0
T240201,0
T196758,0
T232245,0
T222716,0
T177014,0
T49605,0
T16360,0
T42809,0
T270100,0
T180967,0
T218290,0
T102897,0
T165475,0
T160386,0
T268314,0
T268294,0
T268295,0
T268316,0
T268315,0
T268324,0
T268319,0
T235607,0
T89617,0
T13877,0
T182313,0
T268309,0
T268312,0
T268302,0
T268306,0
T268308,0
T268296,0
T268310,0
T231619,0
T29821,0
T273806,0
T116391,0
T175460,0
T12120,0
T55379,0
T8651,0
T235387,0
T66948,0
T13908,0
T205175,0
T98029,0
T161352,0
T248776,0
T139763,0
T78443,0
T63242,0
T13560,0
T171593,0
T238016,0
T243373,0
T254363,0
T174799,0
T174469,0
T45999,0
T163590,0
T183501,0
T68581,0
T187113,0
T143994,0
T60007,0
T9409,0
T45805,0
T12695,0
T144973,0
T242234,0
T1971,0
T259561,0
T78279,0
T48145,0
T175658,0
T97836,0
T183974,0
T103751,0
T15966,0
T13885,0
T38399,0
T969,0
T100489,0
T66668,0
T146595,0
T15503,0
T122098,0
T169080,0
T269180,0
T54284,0
T58022,0
T94182,0
T17338,0
T190043,0
T179739,0
T246222,0
T232846,0
T45863,0
T12669,0
T68234,0
T6408,0
T11784,0
T212044,0
T191056,0
T121299,0
T100785,0
T209361,0
T103489,0
T75469,0
T150073,0
T103756,0
T283445,0
T272055,0
T7647,0
T223739,0
T106320,0
T211815,0
T275169,0
T245373,0
T105373,0
T188564,0
T53281,0
T87932,0
T13750,0
T206179,0
T169699,0
T277479,0
T263931,0
T208786,0
T203197,0
T36539,0
T36212,0
T126688,0
T213775,0
T17527,0
T269211,0
T139734,0
T226455,0
T6617,0
T44774,0
T35357,0
T157195,0
T203877,0
T92312,0
T204095,0
T52669,0
T37394,0
T5333,0
T259210,0
T239185,0
T123412,0
T28874,0
T59602,0
T113298,0
T40123,0
T184832,0
T31466,0
T188612,0
T1777,0
T22948,0
T24916,0
T29592,0
T68382,0
T60544,0
T167770,0
T19435,0
T62310,0
T44429,0
T199803,0
T27574,0
T238282,0
T37548,0
T69258,0
T10101,0
T86231,0
T18403,0
T10031,0
T91050,0
T43202,0
T17208,0
T23449,0
T26362,0
T40480,0
T28694,0
T177589,0
T249618,0
T235018,0
T141116,0
T169357,0
T110626,0
T8164,0
T277366,0
T51769,0
T211085,0
T32686,0
T10166,0
T234036,0
T102063,0
T91011,0
T284672,0
T274892,0
T151907,0
T77660,0
T22425,0
T164586,0
T247496,0
T265415,0
T14358,0
T267743,0
T68682,0
T64320,0
T239190,0
T231288,0
T102424,0
T129682,0
T77838,0
T136644,0
T171576,0
T78508,0
T138825,0
T220265,0
T95930,0
T241616,0
T184258,0
T274940,0
T145374,0
T101917,0
T90410,0
T265158,0
T6325,0
T94743,0
T83268,0
T163694,0
T53641,0
T279968,0
T216621,0
T252373,0
T99122,0
T74489,0
T148269,0
T191021,0
T39970,0
T240141,0
T148517,0
T104135,0
T49558,0
T197503,0
T200656,0
T181675,0
T181912,0
T125343,0
T228328,0
T99138,0
T121516,0
T186682,0
T136695,0
T117472,0
T200712,0
T106911,0
T264480,0
T1585,0
T90551,0
T6671,0
T112883,0
T271597,0
T92214,0
T99176,0
T22456,0
T266210,0
T56777,0
T253584,0
T205214,0
T74319,0
T92126,0
T65896,0
T135664,0
T57603,0
T26078,0
T77859,0
T151967,0
T135612,0
T50618,0
T120062,0
T178655,0
T152968,0
T284399,0
T12790,0
T146306,0
T207080,0
T18595,0
T12568,0
T206656,0
T172687,0
T277711,0
T207604,0
T83090,0
T149359,0
T20460,0
T18077,0
T125611,0
T192065,0
T89616,0
T68339,0
T253108,0
T192851,0
T206436,0
T77252,0
T269238,0
T261628,0
T282724,0
T200928,0
T43322,0
T269951,0
T19989,0
T136088,0
T65942,0
T147135,0
T13805,0
T8432,0
T151074,0
T31793,0
T190553,0
T15331,0
T236352,0
T140170,0
T227830,0
T126681,0
T202524,0
T112520,0
T191602,0
T156411,0
T264984,0
T1222,0
T206711,0
T211423,0
T281958,0
T10332,0
T29300,0
T164200,0
T42500,0
T236262,0
T269258,0
T42147,0
T95112,0
T4522,0
T79123,0
T69407,0
T239732,0
T101320,0
T55434,0
T138655,0
T98736,0
T16849,0
T225732,0
T105820,0
T10956,0
T51293,0
T240783,0
T237161,0
T47027,0
T149378,0
T271828,0
T157437,0
T276529,0
T256853,0
T236692,0
T1158,0
T251141,0
T271844,0
T220084,0
T123052,0
T179729,0
T242674,0
T167117,0
T70009,0
T199855,0
T119246,0
T50763,0
T158644,0
T125720,0
T109391,0
T192081,0
T146310,0
T272828,0
T13015,0
T165637,0
T256350,0
T77051,0
T246262,0
T183736,0
T134428,0
T5569,0
T147906,0
T1210,0
T238045,0
T131276,0
T214326,0
T17212,0
T272491,0
T192746,0
T236480,0
T282142,0
T204906,0
T68089,0
T34054,0
T94154,0
T160476,0
T80699,0
T85899,0
T179171,0
T143952,0
T196200,0
T67073,0
T262749,0
T37463,0
T107343,0
T186601,0
T151567,0
T6635,0
T74158,0
T67656,0
T28338,0
T270886,0
T49420,0
T110831,0
T93567,0
T187830,0
T221761,0
T224481,0
T239317,0
T146293,0
T188635,0
T109365,0
T113432,0
T141270,0
T283178,0
T85176,0
T43154,0
T190672,0
T90134,0
T237648,0
T183987,0
T1563,0
T71705,0
T281521,0
T273941,0
T245571,0
T193248,0
T149088,0
T222139,0
T245341,0
T284424,0
T6861,0
T243361,0
T182965,0
T7821,0
T102891,0
T435,0
T77355,0
T136114,0
T9052,0
T202900,0
T192830,0
T93650,0
T12854,0
T27491,0
T196149,0
T209614,0
T171149,0
T278694,0
T76400,0
T189896,0
T49974,0
T121409,0
T98605,0
T46375,0
T267736,0
T164353,0
T164814,0
T130279,0
T10270,0
T58929,0
T224709,0
T182244,0
T92031,0
T225226,0
T123515,0
T51360,0
T41307,0
T270332,0
T283156,0
T151608,0
T212241,0
T223696,0
T43056,0
T123297,0
T187224,0
T254606,0
T10966,0
T148345,0
T108078,0
T269814,0
T201315,0
T189518,0
T244201,0
T174245,0
T109748,0
T135362,0
T227803,0
T98993,0
T30993,0
T7797,0
T179719,0
T19789,0
T127210,0
T102587,0
T73020,0
T195621,0
T268885,0
T171878,0
T140179,0
T83647,0
T24875,0
T81947,0
T111894,0
T110969,0
T115660,0
T19305,0
T104893,0
T65131,0
T48406,0
T52604,0
T566,0
T24805,0
T77934,0
T168751,0
T109660,0
T187755,0
T276696,0
T219249,0
T156104,0
T93335,0
T115087,0
T184326,0
T138570,0
T59070,0
T183465,0
T92420,0
T5530,0
T140079,0
T5436,0
T213752,0
T168640,0
T113685,0
T164307,0
T103656,0
T275461,0
T218961,0
T172312,0
T7062,0
T249708,0
T73127,0
T50964,0
T88423,0
T196203,0
T131595,0
T49433,0
T210959,0
T68308,0
T134248,0
T198579,0
T221823,0
T73114,0
T248920,0
T62072,0
T50113,0
T11112,0
T9637,0
T102023,0
T211841,0
T282721,0
T8328,0
T77091,0
T259103,0
T178589,0
T80928,0
T221481,0
T226808,0
T136322,0
T4787,0
T131274,0
T176170,0
T42628,0
T47948,0
T173625,0
T207496,0
T129842,0
T42204,0
T53117,0
T133495,0
T220200,0
T83094,0
T243154,0
T122857,0
T220796,0
T123739,0
T94107,0
T9018,0
T162198,0
T63800,0
T125713,0
T168770,0
T202563,0
T280016,0
T79664,0
T111141,0
T43618,0
T14089,0
T185352,0
T8391,0
T244856,0
T215372,0
T18672,0
T177363,0
T236057,0
T73168,0
T21091,0
T124503,0
T261135,0
T89979,0
T5247,0
T187768,0
T194838,0
T4746,0
T144434,0
T281363,0
T179307,0
T273956,0
T67837,0
T155706,0
T221456,0
T237778,0
T123228,0
T122613,0
T197733,0
T278614,0
T142870,0
T122834,0
T253138,0
T183940,0
T219777,0
T33748,0
T5819,0
T155022,0
T29590,0
T200342,0
T243491,0
T13124,0
T12251,0
T12869,0
T12920,0
T57937,0
T159535,0
T220251,0
T16791,0
T95976,0
T250749,0
T284224,0
T259546,0
T179481,0
T22736,0
T180423,0
T239239,0
T120023,0
T42911,0
T85744,0
T151445,0
T115595,0
T52367,0
T165474,0
T187731,0
T249613,0
T160737,0
T28688,0
T218591,0
T176201,0
T206568,0
T68945,0
T39277,0
T24646,0
T249084,0
T67234,0
T93863,0
T199770,0
T107587,0
T141419,0
T177250,0
T147145,0
T84650,0
T69000,0
T48139,0
T206846,0
T225597,0
T104346,0
T76373,0
T229947,0
T248727,0
T40593,0
T84277,0
T31636,0
T76169,0
T132706,0
T138719,0
T195186,0
T197523,0
T236891,0
T61201,0
T236144,0
T98704,0
T119280,0
T4999,0
T194477,0
T27068,0
T187599,0
T236660,0
T30579,0
T232159,0
T101747,0
T26543,0
T97713,0
T41225,0
T119618,0
T6460,0
T163840,0
T203843,0
T48741,0
T126934,0
T61282,0
T66889,0
T248201,0
T44360,0
T115308,0
T83481,0
T89997,0
T24569,0
T245016,0
T276025,0
T149795,0
T82370,0
T228232,0
T195069,0
T138679,0
T138882,0
T156323,0
T258415,0
T17330,0
T168893,0
T219643,0
T240218,0
T246469,0
T87867,0
T82443,0
T246257,0
T161304,0
T210563,0
T87835,0
T71305,0
T42077,0
T27921,0
T66500,0
T89365,0
T27200,0
T134945,0
T51362,0
T79764,0
T162397,0
T246358,0
T58528,0
T175050,0
T111336,0
T173312,0
T232750,0
T182125,0
T128314,0
T232920,0
T48547,0
T47722,0
T279045,0
T278261,0
T122402,0
T4852,0
T80767,0
T259798,0
T263515,0
T277450,0
T135333,0
T3917,0
T42011,0
T256780,0
T179812,0
T232050,0
T117260,0
T140773,0
T111924,0
T83486,0
T120087,0
T138878,0
T55120,0
T121483,0
T274669,0
T6791,0
T115684,0
T267219,0
T117954,0
T83536,0
T87320,0
T105849,0
T12365,0
T132723,0
T221490,0
T278507,0
T206940,0
T150536,0
T106242,0
T48198,0
T11115,0
T12705,0
T10989,0
T11120,0
T12057,0
T13449,0
T11005,0
T11902,0
T11028,0
T12437,0
T69447,0
T185019,0
T64324,0
T42425,0
T95434,0
T54024,0
T78761,0
T32413,0
T174124,0
T144615,0
T151491,0
T78802,0
T168892,0
T206779,0
T262300,0
T262663,0
T2250,0
T179542,0
T117233,0
T128023,0
T128814,0
T243137,0
T184506,0
T246579,0
T31764,0
T220752,0
T70977,0
T36131,0
T171724,0
T116614,0
T74165,0
